Title,Location,Company,Rating,Description
Data Analyst,Bengaluru,Target, 4.0,"Description:  About us:  Target is an iconic brand, a Fortune 50 company and one of Americas leading retailers.  Behind one of the worlds best loved brands is a uniquely capable and brilliant team ofdata scientists, engineers and analysts. The Target Data Science & Analytics team creates thetools and data productsto sustainably educate and enable our business partners to make greatdata-based decisions. We help develop the technology that personalizes the guest experience, fromproduct recommendationsto relevant ad content. Were also the source of the data and analytics behind Targets Internet of Things (IOT) applications, fraud detection, Supply Chain optimization and demand forecasting. We play a key role in identifying the test-and-measureor A/B testopportunitiesthat continuously help Target improve the guest experience, whether they love to shop in stores or at Target.com.  A role withData Science and Analytics (DSA) means beinga partof the team that works closely with the business and identifies problems / opportunities for improved decision-making through better data analysis. This covers the whole gamut from simple descriptive analysis to more complex predictive and prescriptive analytics, using advanced modeling and machine learning techniques primarily using open source technologies and big data platforms. The emphasis is on actionable insights, which is possible through a combination of technical skills and business understanding.  As Data Analyst, DSA you will work closely with business/product teams and understand their priorities/roadmap. Based on this understanding, you are expected to identify appropriate metrics that will drive the right decisions for the business, and then build reporting solutions to deliver these metrics at the required frequency in an optimal and reliable fashion. You will also answer ad-hoc questions from your business users by conducting quick analysis on relevant data, identify trends and correlations, and form hypotheses to explain the observations. Some of these will lead to bigger analytical projects of increasing complexity, where you will work initially as a part of a bigger team, but also work independently as you gain more experience. Finally, you are expected to always adhere to project schedule and technical rigor as well as requirements for documentation, code versioning, etc.  Core responsibilities are described within this job description. Job duties may change at any time due to business needs.  About You: B.Tech / B.E. or equivalent experience 1+ years of relevant experience Hands-on experience in analytics / data science Understanding of foundational mathematics and statistics Conceptual understanding of analytical techniques like Linear Regression, Logistic Regression, Time-series models, Classification Techniques, etc. Basic SQL skills Strong written and verbal communication skills to explain complex analytical methodologies to clients regardless of the clients technical expertise Exposure to R, Python, Hive, or other open source languages preferable Big data experience preferable Qualifications:"
Senior Front End Engineer,Bengaluru,Domino Data Lab,None,"Job Title: Senior Data Analyst  Location: Hyderabad, India  This position reports to: Manager, Data Analytics  Company  Work matters. It’s where we spend a third of our lives. And the workplace of the future is going to be a great place. We’re dedicated to bringing that to life for people everywhere. That’s why we put people at the heart of everything we do.  People matter. Our people have a passion for learning, building, and innovating. Whether you’re an engineer, a sales professional, a finance professional, or anything in-between, our roles aim to provide each person with meaningful impact and plenty of space to grow.  Team  Want to be part of a team that touches every department in the organization and believes data analytics is the life blood to identify and drive improvements across the organization? If you love data and are passionate about building meaningful insights to transform the organization, then this role is for you.  What you get to do in this role: Work closely with the Internal Audit Data Analytics Leader to execute the audit data analytics strategy and roadmap. Build data analytics and reporting capabilities to drive insights on policy violations, process inefficiencies, risk indicators and fraudulent practices in the organization. Scope includes data preparation, data validation, designing visualization, documentation and presentation of results. Work with heterogeneous datasets including Unstructured data sources across all aspects of the enterprise. Participate in the identification of use cases to be delivered, and drive development of data requirements and engage with the Business Intelligence team to build data analytics. Partner with cross-functional teams across the organization to effectively and efficiently deliver on analytics capabilities aligned to the roadmap. Assist the Data Analytics Leader in maturing functional capabilities in automation, real-time monitoring, and predictive analytics. Provide a perspective on approach, technology, and innovation to challenge the current way of thinking and help audit function build data analytics capabilities that leverage new technologies that will enable to scale with the growth of the organization. Explore possible use cases of AI and Machine learning capabilities that exist in Tableau, ServiceNow Platform and SAP Hana. Collaborate with Business Intelligence team for discovery, modelling and building effective and inclusive data models. Work with audit staff to look for opportunities to continuously enhance existing analytics. Present the analytics to audit staff and cross-functional teams to make informed decisions. Leverage ServiceNow’s Performance Analytics for audit analytics as applicable. Execute analytics projects in agile and dynamic setting. Partner with newly created Hyderabad Internal Audit team on continuous audit strategy and approach.   To be successful in this role, we need someone who has: Minimum Education Required: Bachelor's degree in Computer Science, Data Science, Machine Learning, Statistics or related discipline from a four-year university. Minimum Experience Required: 5+ years of work experience working with data and visualization tools in technology industry, preferably within the Finance, Sales and Product domains. High level proficiency in data analysis, modelling, ETL Procedures and querying data from multiple systems. Expertise in Tableau strongly preferred, experience with SAP Hana / Business Objects a plus. Expertise in SQL. Experience with R or Python Programming a plus. Emerging technology awareness and demonstrated the use of Machine learning or Data Science. Certifications in Data science or Machine learning a plus. Ability to manage multiple tasks concurrently in an efficient and effective manner with minimal supervision. Excellent written and verbal skills and demonstrated ability to present complex issues to management. Operate independently with a globally distributed team. Willing to challenge the prevailing opinion and collaborate with employees at all levels of the organization. Experience in Big 4 Data Management group a plus."
Data Scientist,India,Decision Minds India, 3.8,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Analyst,North East,Morrison Data Services ,None,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Gurgaon,Guavus,None,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Hyderabad,SoulPage IT Solutions, 4.5,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Gurgaon,UnitedHealth Group, 3.4,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Analyst,Gurgaon,Trantor Software,None,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Analytics Internship,Kolkata,ERevMax Technologies,None,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,New Delhi,Hike, 4.4,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Bengaluru,abc consultants, 4.2,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
CIMD - Marcus by Goldman Sachs - Fraud Data Science - Analyst,Bengaluru,Goldman Sachs,None,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Hyderabad,Sonetel,None,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Hyderabad,ZettaMine, 4.0,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Mumbai,GenieTalk, 4.5,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Mumbai,Thoucentric, 4.7,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Gurgaon,Gartner,None,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Pune,Merkle Sokrati,None,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Gurgaon,LexInnova Technologies,None,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Ahmedabad,iqm.com,None,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Mumbai,CreditMate, 4.3,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,India,Iris Software, 3.7,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Pune City,Ecolibrium Energy, 4.3,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Pune,Sandvik Pvt Ltd, 3.8,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Noida,Exzeo, 4.1,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Pune,Ecozen Solutions, 3.6,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Machine Learning Engineer,Bengaluru,Prodapt SA,None,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Bengaluru,Pluto7, 4.8,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,New Delhi,cube26, 3.6,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Bengaluru,Mindtree, 3.7,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Pune,"Retail Solutions, Inc.",None,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Mumbai,Bigtree Entertainment Pvt.Ltd.,None,"The Scientist is responsible for the scientific integrity of work products for specified contracts, including study design, research methodology, and deployment of statistical approaches for our Client projects. Tasks may encompass experimental study design, feasibility assessment, sampling, proof of concept, statistical methods, and the overall reliability and validity of the processes employed.  Additional Requirements: Creates statistical approaches and analyze data generated by multiple applications/processes and trends data to understand opportunities for focused investigation. Develops reports, emphasizing clarity and accuracy of methodologies, degree of statistical support for conclusions. Communicates effectively through various channels, including written reports and oral presentations. Assists in new business development, proof of concepts, as required."
Data Scientist,Bengaluru,Gray Matter,None,"Education: M.Tech / Ph.D  Experience: 4 5 Years  Location: Bangalore, INDIA  Typical Education/Experience: M.Tech/PhD in Computer Science, Statistics, Mathematics or related filed from premier institute from India or abroad Total 4-5 years of experience or PhD fresher Must have 2-3 years of hands on experience with R. High proficiency in the use of statistical packages Proficiency in statistical analysis, quantitative analytics, forecasting/predictive analytics, multivariate testing, and optimization of algorithms. Good to have experience in text mining/Natural Language processing Knowledge of one or more business/functional areas and must have done at least one end to end project in machine learning in any business area  Roles & Responsibilities: Design experiments, test hypotheses and build models Conduct advanced data analysis and highly complex design algorithm Applies advanced statistical and predictive modeling techniques to build, maintain and improve on multiple systems Strong analytical and problem-solving experience, with ability to breakdown complex problem into components and solve them using quantitative analysis Works with client(s) across the globe to identify the business requirement and the expected outcome(s) Works with and alongside business analysts and suggesting data science solutions to the client, which includes models & frames business scenarios that are meaningful and can impact on critical business processes/decisions Identifies what data is available and relevant, including internal and external data sources Works with development team for end to end solution, help them to understand business requirement collected from the business Works with team members to solve client analytics problems and documents results and methodologies Identifies and analyzes patterns in the volume of data (e.g., images, text, clickstream etc) Presents and depicts the rationale of their findings in easy to understand terms for the business.  .fusion-button.button-11 .fusion-button-text, .fusion-button.button-11 i {color: #ffffff;}.fusion-button.button-11 {border-width: 0px;border-color: #ffffff;}.fusion-button.button-11 .fusion-button-icon-divider{border-color: #ffffff;}.fusion-button.button-11:hover .fusion-button-text, .fusion-button.button-11:hover i,.fusion-button.button-11:focus .fusion-button-text, .fusion-button.button-11:focus i,.fusion-button.button-11:active .fusion-button-text, .fusion-button.button-11:active{color: #3b5773;}.fusion-button.button-11:hover, .fusion-button.button-11:focus, .fusion-button.button-11:active{border-width: 0px;border-color: #3b5773;}.fusion-button.button-11:hover .fusion-button-icon-divider, .fusion-button.button-11:hover .fusion-button-icon-divider, .fusion-button.button-11:active .fusion-button-icon-divider{border-color: #3b5773;}.fusion-button.button-11{background: #3b5773;}.fusion-button.button-11:hover,.button-11:focus,.fusion-button.button-11:active{background: #ffffff;}.fusion-button.button-11{width: auto;}"
Software Engineer 2,Hyderabad,Microsoft, 4.1,"Education: M.Tech / Ph.D  Experience: 4 5 Years  Location: Bangalore, INDIA  Typical Education/Experience: M.Tech/PhD in Computer Science, Statistics, Mathematics or related filed from premier institute from India or abroad Total 4-5 years of experience or PhD fresher Must have 2-3 years of hands on experience with R. High proficiency in the use of statistical packages Proficiency in statistical analysis, quantitative analytics, forecasting/predictive analytics, multivariate testing, and optimization of algorithms. Good to have experience in text mining/Natural Language processing Knowledge of one or more business/functional areas and must have done at least one end to end project in machine learning in any business area  Roles & Responsibilities: Design experiments, test hypotheses and build models Conduct advanced data analysis and highly complex design algorithm Applies advanced statistical and predictive modeling techniques to build, maintain and improve on multiple systems Strong analytical and problem-solving experience, with ability to breakdown complex problem into components and solve them using quantitative analysis Works with client(s) across the globe to identify the business requirement and the expected outcome(s) Works with and alongside business analysts and suggesting data science solutions to the client, which includes models & frames business scenarios that are meaningful and can impact on critical business processes/decisions Identifies what data is available and relevant, including internal and external data sources Works with development team for end to end solution, help them to understand business requirement collected from the business Works with team members to solve client analytics problems and documents results and methodologies Identifies and analyzes patterns in the volume of data (e.g., images, text, clickstream etc) Presents and depicts the rationale of their findings in easy to understand terms for the business.  .fusion-button.button-11 .fusion-button-text, .fusion-button.button-11 i {color: #ffffff;}.fusion-button.button-11 {border-width: 0px;border-color: #ffffff;}.fusion-button.button-11 .fusion-button-icon-divider{border-color: #ffffff;}.fusion-button.button-11:hover .fusion-button-text, .fusion-button.button-11:hover i,.fusion-button.button-11:focus .fusion-button-text, .fusion-button.button-11:focus i,.fusion-button.button-11:active .fusion-button-text, .fusion-button.button-11:active{color: #3b5773;}.fusion-button.button-11:hover, .fusion-button.button-11:focus, .fusion-button.button-11:active{border-width: 0px;border-color: #3b5773;}.fusion-button.button-11:hover .fusion-button-icon-divider, .fusion-button.button-11:hover .fusion-button-icon-divider, .fusion-button.button-11:active .fusion-button-icon-divider{border-color: #3b5773;}.fusion-button.button-11{background: #3b5773;}.fusion-button.button-11:hover,.button-11:focus,.fusion-button.button-11:active{background: #ffffff;}.fusion-button.button-11{width: auto;}"
Data Scientist,Pune,Wolters Kluwer,None,"Education: M.Tech / Ph.D  Experience: 4 5 Years  Location: Bangalore, INDIA  Typical Education/Experience: M.Tech/PhD in Computer Science, Statistics, Mathematics or related filed from premier institute from India or abroad Total 4-5 years of experience or PhD fresher Must have 2-3 years of hands on experience with R. High proficiency in the use of statistical packages Proficiency in statistical analysis, quantitative analytics, forecasting/predictive analytics, multivariate testing, and optimization of algorithms. Good to have experience in text mining/Natural Language processing Knowledge of one or more business/functional areas and must have done at least one end to end project in machine learning in any business area  Roles & Responsibilities: Design experiments, test hypotheses and build models Conduct advanced data analysis and highly complex design algorithm Applies advanced statistical and predictive modeling techniques to build, maintain and improve on multiple systems Strong analytical and problem-solving experience, with ability to breakdown complex problem into components and solve them using quantitative analysis Works with client(s) across the globe to identify the business requirement and the expected outcome(s) Works with and alongside business analysts and suggesting data science solutions to the client, which includes models & frames business scenarios that are meaningful and can impact on critical business processes/decisions Identifies what data is available and relevant, including internal and external data sources Works with development team for end to end solution, help them to understand business requirement collected from the business Works with team members to solve client analytics problems and documents results and methodologies Identifies and analyzes patterns in the volume of data (e.g., images, text, clickstream etc) Presents and depicts the rationale of their findings in easy to understand terms for the business.  .fusion-button.button-11 .fusion-button-text, .fusion-button.button-11 i {color: #ffffff;}.fusion-button.button-11 {border-width: 0px;border-color: #ffffff;}.fusion-button.button-11 .fusion-button-icon-divider{border-color: #ffffff;}.fusion-button.button-11:hover .fusion-button-text, .fusion-button.button-11:hover i,.fusion-button.button-11:focus .fusion-button-text, .fusion-button.button-11:focus i,.fusion-button.button-11:active .fusion-button-text, .fusion-button.button-11:active{color: #3b5773;}.fusion-button.button-11:hover, .fusion-button.button-11:focus, .fusion-button.button-11:active{border-width: 0px;border-color: #3b5773;}.fusion-button.button-11:hover .fusion-button-icon-divider, .fusion-button.button-11:hover .fusion-button-icon-divider, .fusion-button.button-11:active .fusion-button-icon-divider{border-color: #3b5773;}.fusion-button.button-11{background: #3b5773;}.fusion-button.button-11:hover,.button-11:focus,.fusion-button.button-11:active{background: #ffffff;}.fusion-button.button-11{width: auto;}"
