Title,Location,Company,Rating,Description
Data Scientist,Noida,Exzeo, 4.1,"Roles and responsibilities  Explore large datasets to surface useful trends, signals, and segments. The role drives business and industry solutions focused on Big Data and Advanced Analytics, in diverse domains such as product development, pricing, marketing research, public policy, optimization and risk management. The role uses analytics to provide predictive, prescriptive, and decisive insight: Translate business objectives into analytic approaches, and identify data sources to support analysis. Analyze and model structured data using advanced statistical methods Perform exploratory data analyses, generate and test working hypotheses, prepare and analyze historical data and identify patterns. Analyze data using SAS, R, Python, Java, open source packages and commercial/enterprise applications. Perform machine learning, text analytics, and statistical analysis methods, such as classification, collaborative filtering, association rules, sentiment analysis, topic modeling, time-series analysis, regression, statistical inference, and validation methods. Implement algorithms and software needed to perform analyses Drive client engagements focused on Big Data and Advanced Business Analytics, in diverse domains such as product development, marketing research, public policy, optimization, and risk management. Interface with databases (SQL, NO SQL, HDFS) to extract, transform and load data Communicate results and educate others through reports and presentations. Essential skills required Education / professional qualifications  Masters, or PhD in Computer Science, Statistics, Mathematics  Prior Experience:  Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields, with 5+ years of relevant experience  Technical skills Ability to break down complex problems, and develop strategies to solve them Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields, with 5+ years of relevant experience Strong mathematical background with ability to understand algorithms and methods from a mathematical viewpoint and an intuitive viewpoint. Expertise in at least one of the following fields: machine learning, data visualization, statistical modeling, data mining, or information retrieval Develop and apply machine learning, and statistical analysis methods, such as classification, collaborative filtering, association rules, time-series analysis, advanced regression methods and hypothesis testing Strong data extraction and processing, using NoSQL, MapReduce, Pig, and/or Hive preferred Experience with command-line scripting, data structures and algorithms Ability to work in a Linux environment, and process large amounts of data in a cloud environment Proficiency in analysis (e.g. R, SAS) packages, and programming languages (e.g. Java, Python, Ruby) Behavioral / team skills Personal drive and positive work ethic to deliver results within tight deadlines and in demanding situations Flexibility to adapt to a variety of engagement types, working hours and work environments and locations, strong time management skills Excellent written and verbal communication skills Team player; self-driven and ability to work independently Team player; self-driven and ability to work independently"
Data Scientist,Bengaluru,HP, 4.1,"Roles and responsibilities  Explore large datasets to surface useful trends, signals, and segments. The role drives business and industry solutions focused on Big Data and Advanced Analytics, in diverse domains such as product development, pricing, marketing research, public policy, optimization and risk management. The role uses analytics to provide predictive, prescriptive, and decisive insight: Translate business objectives into analytic approaches, and identify data sources to support analysis. Analyze and model structured data using advanced statistical methods Perform exploratory data analyses, generate and test working hypotheses, prepare and analyze historical data and identify patterns. Analyze data using SAS, R, Python, Java, open source packages and commercial/enterprise applications. Perform machine learning, text analytics, and statistical analysis methods, such as classification, collaborative filtering, association rules, sentiment analysis, topic modeling, time-series analysis, regression, statistical inference, and validation methods. Implement algorithms and software needed to perform analyses Drive client engagements focused on Big Data and Advanced Business Analytics, in diverse domains such as product development, marketing research, public policy, optimization, and risk management. Interface with databases (SQL, NO SQL, HDFS) to extract, transform and load data Communicate results and educate others through reports and presentations. Essential skills required Education / professional qualifications  Masters, or PhD in Computer Science, Statistics, Mathematics  Prior Experience:  Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields, with 5+ years of relevant experience  Technical skills Ability to break down complex problems, and develop strategies to solve them Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields, with 5+ years of relevant experience Strong mathematical background with ability to understand algorithms and methods from a mathematical viewpoint and an intuitive viewpoint. Expertise in at least one of the following fields: machine learning, data visualization, statistical modeling, data mining, or information retrieval Develop and apply machine learning, and statistical analysis methods, such as classification, collaborative filtering, association rules, time-series analysis, advanced regression methods and hypothesis testing Strong data extraction and processing, using NoSQL, MapReduce, Pig, and/or Hive preferred Experience with command-line scripting, data structures and algorithms Ability to work in a Linux environment, and process large amounts of data in a cloud environment Proficiency in analysis (e.g. R, SAS) packages, and programming languages (e.g. Java, Python, Ruby) Behavioral / team skills Personal drive and positive work ethic to deliver results within tight deadlines and in demanding situations Flexibility to adapt to a variety of engagement types, working hours and work environments and locations, strong time management skills Excellent written and verbal communication skills Team player; self-driven and ability to work independently Team player; self-driven and ability to work independently"
Data Scientist,Bengaluru,Walmart Labs, 3.3,"Roles and responsibilities  Explore large datasets to surface useful trends, signals, and segments. The role drives business and industry solutions focused on Big Data and Advanced Analytics, in diverse domains such as product development, pricing, marketing research, public policy, optimization and risk management. The role uses analytics to provide predictive, prescriptive, and decisive insight: Translate business objectives into analytic approaches, and identify data sources to support analysis. Analyze and model structured data using advanced statistical methods Perform exploratory data analyses, generate and test working hypotheses, prepare and analyze historical data and identify patterns. Analyze data using SAS, R, Python, Java, open source packages and commercial/enterprise applications. Perform machine learning, text analytics, and statistical analysis methods, such as classification, collaborative filtering, association rules, sentiment analysis, topic modeling, time-series analysis, regression, statistical inference, and validation methods. Implement algorithms and software needed to perform analyses Drive client engagements focused on Big Data and Advanced Business Analytics, in diverse domains such as product development, marketing research, public policy, optimization, and risk management. Interface with databases (SQL, NO SQL, HDFS) to extract, transform and load data Communicate results and educate others through reports and presentations. Essential skills required Education / professional qualifications  Masters, or PhD in Computer Science, Statistics, Mathematics  Prior Experience:  Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields, with 5+ years of relevant experience  Technical skills Ability to break down complex problems, and develop strategies to solve them Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields, with 5+ years of relevant experience Strong mathematical background with ability to understand algorithms and methods from a mathematical viewpoint and an intuitive viewpoint. Expertise in at least one of the following fields: machine learning, data visualization, statistical modeling, data mining, or information retrieval Develop and apply machine learning, and statistical analysis methods, such as classification, collaborative filtering, association rules, time-series analysis, advanced regression methods and hypothesis testing Strong data extraction and processing, using NoSQL, MapReduce, Pig, and/or Hive preferred Experience with command-line scripting, data structures and algorithms Ability to work in a Linux environment, and process large amounts of data in a cloud environment Proficiency in analysis (e.g. R, SAS) packages, and programming languages (e.g. Java, Python, Ruby) Behavioral / team skills Personal drive and positive work ethic to deliver results within tight deadlines and in demanding situations Flexibility to adapt to a variety of engagement types, working hours and work environments and locations, strong time management skills Excellent written and verbal communication skills Team player; self-driven and ability to work independently Team player; self-driven and ability to work independently"
Data Scientist,Mumbai,WNS Global Services,None,"Roles and responsibilities  Explore large datasets to surface useful trends, signals, and segments. The role drives business and industry solutions focused on Big Data and Advanced Analytics, in diverse domains such as product development, pricing, marketing research, public policy, optimization and risk management. The role uses analytics to provide predictive, prescriptive, and decisive insight: Translate business objectives into analytic approaches, and identify data sources to support analysis. Analyze and model structured data using advanced statistical methods Perform exploratory data analyses, generate and test working hypotheses, prepare and analyze historical data and identify patterns. Analyze data using SAS, R, Python, Java, open source packages and commercial/enterprise applications. Perform machine learning, text analytics, and statistical analysis methods, such as classification, collaborative filtering, association rules, sentiment analysis, topic modeling, time-series analysis, regression, statistical inference, and validation methods. Implement algorithms and software needed to perform analyses Drive client engagements focused on Big Data and Advanced Business Analytics, in diverse domains such as product development, marketing research, public policy, optimization, and risk management. Interface with databases (SQL, NO SQL, HDFS) to extract, transform and load data Communicate results and educate others through reports and presentations. Essential skills required Education / professional qualifications  Masters, or PhD in Computer Science, Statistics, Mathematics  Prior Experience:  Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields, with 5+ years of relevant experience  Technical skills Ability to break down complex problems, and develop strategies to solve them Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields, with 5+ years of relevant experience Strong mathematical background with ability to understand algorithms and methods from a mathematical viewpoint and an intuitive viewpoint. Expertise in at least one of the following fields: machine learning, data visualization, statistical modeling, data mining, or information retrieval Develop and apply machine learning, and statistical analysis methods, such as classification, collaborative filtering, association rules, time-series analysis, advanced regression methods and hypothesis testing Strong data extraction and processing, using NoSQL, MapReduce, Pig, and/or Hive preferred Experience with command-line scripting, data structures and algorithms Ability to work in a Linux environment, and process large amounts of data in a cloud environment Proficiency in analysis (e.g. R, SAS) packages, and programming languages (e.g. Java, Python, Ruby) Behavioral / team skills Personal drive and positive work ethic to deliver results within tight deadlines and in demanding situations Flexibility to adapt to a variety of engagement types, working hours and work environments and locations, strong time management skills Excellent written and verbal communication skills Team player; self-driven and ability to work independently Team player; self-driven and ability to work independently"
Data Science Professionals,Kolkata,Rebaca, 3.1,"Roles and responsibilities  Explore large datasets to surface useful trends, signals, and segments. The role drives business and industry solutions focused on Big Data and Advanced Analytics, in diverse domains such as product development, pricing, marketing research, public policy, optimization and risk management. The role uses analytics to provide predictive, prescriptive, and decisive insight: Translate business objectives into analytic approaches, and identify data sources to support analysis. Analyze and model structured data using advanced statistical methods Perform exploratory data analyses, generate and test working hypotheses, prepare and analyze historical data and identify patterns. Analyze data using SAS, R, Python, Java, open source packages and commercial/enterprise applications. Perform machine learning, text analytics, and statistical analysis methods, such as classification, collaborative filtering, association rules, sentiment analysis, topic modeling, time-series analysis, regression, statistical inference, and validation methods. Implement algorithms and software needed to perform analyses Drive client engagements focused on Big Data and Advanced Business Analytics, in diverse domains such as product development, marketing research, public policy, optimization, and risk management. Interface with databases (SQL, NO SQL, HDFS) to extract, transform and load data Communicate results and educate others through reports and presentations. Essential skills required Education / professional qualifications  Masters, or PhD in Computer Science, Statistics, Mathematics  Prior Experience:  Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields, with 5+ years of relevant experience  Technical skills Ability to break down complex problems, and develop strategies to solve them Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields, with 5+ years of relevant experience Strong mathematical background with ability to understand algorithms and methods from a mathematical viewpoint and an intuitive viewpoint. Expertise in at least one of the following fields: machine learning, data visualization, statistical modeling, data mining, or information retrieval Develop and apply machine learning, and statistical analysis methods, such as classification, collaborative filtering, association rules, time-series analysis, advanced regression methods and hypothesis testing Strong data extraction and processing, using NoSQL, MapReduce, Pig, and/or Hive preferred Experience with command-line scripting, data structures and algorithms Ability to work in a Linux environment, and process large amounts of data in a cloud environment Proficiency in analysis (e.g. R, SAS) packages, and programming languages (e.g. Java, Python, Ruby) Behavioral / team skills Personal drive and positive work ethic to deliver results within tight deadlines and in demanding situations Flexibility to adapt to a variety of engagement types, working hours and work environments and locations, strong time management skills Excellent written and verbal communication skills Team player; self-driven and ability to work independently Team player; self-driven and ability to work independently"
Backend Engineer,Noida,Sumo Logic,None,"Roles and responsibilities  Explore large datasets to surface useful trends, signals, and segments. The role drives business and industry solutions focused on Big Data and Advanced Analytics, in diverse domains such as product development, pricing, marketing research, public policy, optimization and risk management. The role uses analytics to provide predictive, prescriptive, and decisive insight: Translate business objectives into analytic approaches, and identify data sources to support analysis. Analyze and model structured data using advanced statistical methods Perform exploratory data analyses, generate and test working hypotheses, prepare and analyze historical data and identify patterns. Analyze data using SAS, R, Python, Java, open source packages and commercial/enterprise applications. Perform machine learning, text analytics, and statistical analysis methods, such as classification, collaborative filtering, association rules, sentiment analysis, topic modeling, time-series analysis, regression, statistical inference, and validation methods. Implement algorithms and software needed to perform analyses Drive client engagements focused on Big Data and Advanced Business Analytics, in diverse domains such as product development, marketing research, public policy, optimization, and risk management. Interface with databases (SQL, NO SQL, HDFS) to extract, transform and load data Communicate results and educate others through reports and presentations. Essential skills required Education / professional qualifications  Masters, or PhD in Computer Science, Statistics, Mathematics  Prior Experience:  Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields, with 5+ years of relevant experience  Technical skills Ability to break down complex problems, and develop strategies to solve them Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields, with 5+ years of relevant experience Strong mathematical background with ability to understand algorithms and methods from a mathematical viewpoint and an intuitive viewpoint. Expertise in at least one of the following fields: machine learning, data visualization, statistical modeling, data mining, or information retrieval Develop and apply machine learning, and statistical analysis methods, such as classification, collaborative filtering, association rules, time-series analysis, advanced regression methods and hypothesis testing Strong data extraction and processing, using NoSQL, MapReduce, Pig, and/or Hive preferred Experience with command-line scripting, data structures and algorithms Ability to work in a Linux environment, and process large amounts of data in a cloud environment Proficiency in analysis (e.g. R, SAS) packages, and programming languages (e.g. Java, Python, Ruby) Behavioral / team skills Personal drive and positive work ethic to deliver results within tight deadlines and in demanding situations Flexibility to adapt to a variety of engagement types, working hours and work environments and locations, strong time management skills Excellent written and verbal communication skills Team player; self-driven and ability to work independently Team player; self-driven and ability to work independently"
Data Scientist,Bengaluru,ITC Infotech India Ltd, 3.2,"Roles and responsibilities  Explore large datasets to surface useful trends, signals, and segments. The role drives business and industry solutions focused on Big Data and Advanced Analytics, in diverse domains such as product development, pricing, marketing research, public policy, optimization and risk management. The role uses analytics to provide predictive, prescriptive, and decisive insight: Translate business objectives into analytic approaches, and identify data sources to support analysis. Analyze and model structured data using advanced statistical methods Perform exploratory data analyses, generate and test working hypotheses, prepare and analyze historical data and identify patterns. Analyze data using SAS, R, Python, Java, open source packages and commercial/enterprise applications. Perform machine learning, text analytics, and statistical analysis methods, such as classification, collaborative filtering, association rules, sentiment analysis, topic modeling, time-series analysis, regression, statistical inference, and validation methods. Implement algorithms and software needed to perform analyses Drive client engagements focused on Big Data and Advanced Business Analytics, in diverse domains such as product development, marketing research, public policy, optimization, and risk management. Interface with databases (SQL, NO SQL, HDFS) to extract, transform and load data Communicate results and educate others through reports and presentations. Essential skills required Education / professional qualifications  Masters, or PhD in Computer Science, Statistics, Mathematics  Prior Experience:  Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields, with 5+ years of relevant experience  Technical skills Ability to break down complex problems, and develop strategies to solve them Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformatics, Physics, Operations Research, or related fields, with 5+ years of relevant experience Strong mathematical background with ability to understand algorithms and methods from a mathematical viewpoint and an intuitive viewpoint. Expertise in at least one of the following fields: machine learning, data visualization, statistical modeling, data mining, or information retrieval Develop and apply machine learning, and statistical analysis methods, such as classification, collaborative filtering, association rules, time-series analysis, advanced regression methods and hypothesis testing Strong data extraction and processing, using NoSQL, MapReduce, Pig, and/or Hive preferred Experience with command-line scripting, data structures and algorithms Ability to work in a Linux environment, and process large amounts of data in a cloud environment Proficiency in analysis (e.g. R, SAS) packages, and programming languages (e.g. Java, Python, Ruby) Behavioral / team skills Personal drive and positive work ethic to deliver results within tight deadlines and in demanding situations Flexibility to adapt to a variety of engagement types, working hours and work environments and locations, strong time management skills Excellent written and verbal communication skills Team player; self-driven and ability to work independently Team player; self-driven and ability to work independently"
Data Scientist,Bengaluru,Chase,None,"JPMorgan Chase is a leading global financial services firm with assets of over $1.1 trillion and operations in more than 50 countries. The firm is a leader in Investment Banking, Financial Services for consumers and businesses, financial transaction processing, asset and wealth management, and private equity. Under the JPMorgan and Chase brands, the firm serves millions of consumers in the United States and many of the world's most prominent corporate, institutional and government clients. Further information about J.P. Morgan is available at http://www.jpmorgan.com/.  The role is for a Machine Learning Engineer – Lead within the Corporate Machine Learning Engineering and Services function for corporate functions across JPMorgan Chase, including Global Finance, Corporate Treasury, Risk Management, Human Resources, Compliance, Legal, and all functions within the Corporate Administrative Office (CAO). The ML Engineering and Services team will create services and platforms that will provide re-usable components and an end-to-end development to deployment environment to accelerate time-to-market for data science teams.  The ML Engineer - Lead in Bangalore will be part of a globally distributed team, with data science and engineering partners in New York and EMEA. He/she will lead a team of engineers to productionize robust and scalable ML models, and enable the services to be deployed and integrated into existing business workflow. He/she will also build common ML capabilities used across Corporate based on those models. These capabilities will be delivered in an agile way, on internal open source code base, in a test driven manner. This is an exciting opportunity to work on cutting-edge solutions and have a profound influence on the business processes of a leading global bank.  Responsibilities Build common ML capabilities used across Corporate based on machine learning models Lead development of one or more of: Next-generation big data based machine learning frameworks and back-end services Front-end web applications and back-end services that integrate with other products. High-performance processing and analytics applications using Spark Robust analytic data pipelines Automate and streamline existing processes, procedures, and toolsets Innovate new ways of managing, transforming and validating data Ensure code paths are unit tested, defect free and integration tested Mentor and coach junior team members to build a high-performing team  Qualifications/ Technical skills BA/BS degree or equivalent experience in Computer Science, Information Technology or related disciplines 10 years of exceptional hands-on knowledge of robust software design and development Strong Java/ Python programming skills and Web Services (spring boot) Experience in Big Data technologies and utilities (Hadoop, Spark SQL, Hive, Impala, Pig, Kafka) Expertise in distributed computing and micro services Exposure to or interest in ML Expertise in designing and implementing scalable solutions in the analytics space Experience in building reliable and auditable CICD deployment pipeline using Jenkins Exposure working with Cloud based applications Proven proficiency with data and variety of databases Exposure/competence with Agile Development approach Ability to collaborate with high-performing teams and individuals throughout the firm to accomplish common goals Financial Services background or experience preferred."
Data Scientist,Bengaluru,Worksys,None,"JPMorgan Chase is a leading global financial services firm with assets of over $1.1 trillion and operations in more than 50 countries. The firm is a leader in Investment Banking, Financial Services for consumers and businesses, financial transaction processing, asset and wealth management, and private equity. Under the JPMorgan and Chase brands, the firm serves millions of consumers in the United States and many of the world's most prominent corporate, institutional and government clients. Further information about J.P. Morgan is available at http://www.jpmorgan.com/.  The role is for a Machine Learning Engineer – Lead within the Corporate Machine Learning Engineering and Services function for corporate functions across JPMorgan Chase, including Global Finance, Corporate Treasury, Risk Management, Human Resources, Compliance, Legal, and all functions within the Corporate Administrative Office (CAO). The ML Engineering and Services team will create services and platforms that will provide re-usable components and an end-to-end development to deployment environment to accelerate time-to-market for data science teams.  The ML Engineer - Lead in Bangalore will be part of a globally distributed team, with data science and engineering partners in New York and EMEA. He/she will lead a team of engineers to productionize robust and scalable ML models, and enable the services to be deployed and integrated into existing business workflow. He/she will also build common ML capabilities used across Corporate based on those models. These capabilities will be delivered in an agile way, on internal open source code base, in a test driven manner. This is an exciting opportunity to work on cutting-edge solutions and have a profound influence on the business processes of a leading global bank.  Responsibilities Build common ML capabilities used across Corporate based on machine learning models Lead development of one or more of: Next-generation big data based machine learning frameworks and back-end services Front-end web applications and back-end services that integrate with other products. High-performance processing and analytics applications using Spark Robust analytic data pipelines Automate and streamline existing processes, procedures, and toolsets Innovate new ways of managing, transforming and validating data Ensure code paths are unit tested, defect free and integration tested Mentor and coach junior team members to build a high-performing team  Qualifications/ Technical skills BA/BS degree or equivalent experience in Computer Science, Information Technology or related disciplines 10 years of exceptional hands-on knowledge of robust software design and development Strong Java/ Python programming skills and Web Services (spring boot) Experience in Big Data technologies and utilities (Hadoop, Spark SQL, Hive, Impala, Pig, Kafka) Expertise in distributed computing and micro services Exposure to or interest in ML Expertise in designing and implementing scalable solutions in the analytics space Experience in building reliable and auditable CICD deployment pipeline using Jenkins Exposure working with Cloud based applications Proven proficiency with data and variety of databases Exposure/competence with Agile Development approach Ability to collaborate with high-performing teams and individuals throughout the firm to accomplish common goals Financial Services background or experience preferred."
Data Scientist,Hyderabad,[x]cube LABS,None,"Job Description: BTech or MTech in Computer Science, Statistics or related field, with a specialization in Data Science / Machine Learning. Strong theoretical foundation in mathematical statistics Hands-on experience with a wide variety of predictive modeling, machine learning, data mining, statistical, text mining, and optimization algorithms. Deep data analysis and data validation ability to prepare structured and unstructured data for machine learning algorithms. Experience developing static and interactive data visualizations is a plus. Experience using statistical tools such as R, Weka, etc. is a plus. Familiarity with relational databases and SQL, knowledge of NoSQL and MongoDB or CouchDB is a plus. Experience working with large data sets, experience working with distributed computing tools such as Hadoop, MapReduce, Mahout, Spark, Hive, Pig, etc. is a plus.  Experience Range: 2 - 8 years  Educational Qualifications: Any graduation,  Job Responsibilities: ""Building highly scalable server-side solutions which include Web APIs for mobile apps and “always alive” processing engines that handle incoming stream of requests and act on them for a variety of activities that include generating analytics, reports, data management operations, etc. Data Scientist or Data Mining expert who will work in an Agile environment and implement end-to-end Analytical solutions. Design, evaluate and implement highly scalable algorithms for processing large amounts of data parallely. Partner with Engineering teams to solve customer problems and identify trends and opportunities.""  Skills Required : Predictive Modeling, Machine Learning, Data Mining, R, Weka, NoSQL, MongoDB, CouchDB, Hadoop, MapReduce,"
Artificial Intelligence (AI) Engineer,Bengaluru,Han Digital Solution,None,"Job Description: BTech or MTech in Computer Science, Statistics or related field, with a specialization in Data Science / Machine Learning. Strong theoretical foundation in mathematical statistics Hands-on experience with a wide variety of predictive modeling, machine learning, data mining, statistical, text mining, and optimization algorithms. Deep data analysis and data validation ability to prepare structured and unstructured data for machine learning algorithms. Experience developing static and interactive data visualizations is a plus. Experience using statistical tools such as R, Weka, etc. is a plus. Familiarity with relational databases and SQL, knowledge of NoSQL and MongoDB or CouchDB is a plus. Experience working with large data sets, experience working with distributed computing tools such as Hadoop, MapReduce, Mahout, Spark, Hive, Pig, etc. is a plus.  Experience Range: 2 - 8 years  Educational Qualifications: Any graduation,  Job Responsibilities: ""Building highly scalable server-side solutions which include Web APIs for mobile apps and “always alive” processing engines that handle incoming stream of requests and act on them for a variety of activities that include generating analytics, reports, data management operations, etc. Data Scientist or Data Mining expert who will work in an Agile environment and implement end-to-end Analytical solutions. Design, evaluate and implement highly scalable algorithms for processing large amounts of data parallely. Partner with Engineering teams to solve customer problems and identify trends and opportunities.""  Skills Required : Predictive Modeling, Machine Learning, Data Mining, R, Weka, NoSQL, MongoDB, CouchDB, Hadoop, MapReduce,"
Data Scientist,Hyderabad,Micron,None,"Job Description: BTech or MTech in Computer Science, Statistics or related field, with a specialization in Data Science / Machine Learning. Strong theoretical foundation in mathematical statistics Hands-on experience with a wide variety of predictive modeling, machine learning, data mining, statistical, text mining, and optimization algorithms. Deep data analysis and data validation ability to prepare structured and unstructured data for machine learning algorithms. Experience developing static and interactive data visualizations is a plus. Experience using statistical tools such as R, Weka, etc. is a plus. Familiarity with relational databases and SQL, knowledge of NoSQL and MongoDB or CouchDB is a plus. Experience working with large data sets, experience working with distributed computing tools such as Hadoop, MapReduce, Mahout, Spark, Hive, Pig, etc. is a plus.  Experience Range: 2 - 8 years  Educational Qualifications: Any graduation,  Job Responsibilities: ""Building highly scalable server-side solutions which include Web APIs for mobile apps and “always alive” processing engines that handle incoming stream of requests and act on them for a variety of activities that include generating analytics, reports, data management operations, etc. Data Scientist or Data Mining expert who will work in an Agile environment and implement end-to-end Analytical solutions. Design, evaluate and implement highly scalable algorithms for processing large amounts of data parallely. Partner with Engineering teams to solve customer problems and identify trends and opportunities.""  Skills Required : Predictive Modeling, Machine Learning, Data Mining, R, Weka, NoSQL, MongoDB, CouchDB, Hadoop, MapReduce,"
Software Development Engineer II,Gurgaon,Expedia Group, 3.8,"Job Description: BTech or MTech in Computer Science, Statistics or related field, with a specialization in Data Science / Machine Learning. Strong theoretical foundation in mathematical statistics Hands-on experience with a wide variety of predictive modeling, machine learning, data mining, statistical, text mining, and optimization algorithms. Deep data analysis and data validation ability to prepare structured and unstructured data for machine learning algorithms. Experience developing static and interactive data visualizations is a plus. Experience using statistical tools such as R, Weka, etc. is a plus. Familiarity with relational databases and SQL, knowledge of NoSQL and MongoDB or CouchDB is a plus. Experience working with large data sets, experience working with distributed computing tools such as Hadoop, MapReduce, Mahout, Spark, Hive, Pig, etc. is a plus.  Experience Range: 2 - 8 years  Educational Qualifications: Any graduation,  Job Responsibilities: ""Building highly scalable server-side solutions which include Web APIs for mobile apps and “always alive” processing engines that handle incoming stream of requests and act on them for a variety of activities that include generating analytics, reports, data management operations, etc. Data Scientist or Data Mining expert who will work in an Agile environment and implement end-to-end Analytical solutions. Design, evaluate and implement highly scalable algorithms for processing large amounts of data parallely. Partner with Engineering teams to solve customer problems and identify trends and opportunities.""  Skills Required : Predictive Modeling, Machine Learning, Data Mining, R, Weka, NoSQL, MongoDB, CouchDB, Hadoop, MapReduce,"
Data Scientist,Bengaluru,Altair, 4.5,"Job Description: BTech or MTech in Computer Science, Statistics or related field, with a specialization in Data Science / Machine Learning. Strong theoretical foundation in mathematical statistics Hands-on experience with a wide variety of predictive modeling, machine learning, data mining, statistical, text mining, and optimization algorithms. Deep data analysis and data validation ability to prepare structured and unstructured data for machine learning algorithms. Experience developing static and interactive data visualizations is a plus. Experience using statistical tools such as R, Weka, etc. is a plus. Familiarity with relational databases and SQL, knowledge of NoSQL and MongoDB or CouchDB is a plus. Experience working with large data sets, experience working with distributed computing tools such as Hadoop, MapReduce, Mahout, Spark, Hive, Pig, etc. is a plus.  Experience Range: 2 - 8 years  Educational Qualifications: Any graduation,  Job Responsibilities: ""Building highly scalable server-side solutions which include Web APIs for mobile apps and “always alive” processing engines that handle incoming stream of requests and act on them for a variety of activities that include generating analytics, reports, data management operations, etc. Data Scientist or Data Mining expert who will work in an Agile environment and implement end-to-end Analytical solutions. Design, evaluate and implement highly scalable algorithms for processing large amounts of data parallely. Partner with Engineering teams to solve customer problems and identify trends and opportunities.""  Skills Required : Predictive Modeling, Machine Learning, Data Mining, R, Weka, NoSQL, MongoDB, CouchDB, Hadoop, MapReduce,"
Data Scientist,Hyderabad,Micron, 3.1,"Job Description: BTech or MTech in Computer Science, Statistics or related field, with a specialization in Data Science / Machine Learning. Strong theoretical foundation in mathematical statistics Hands-on experience with a wide variety of predictive modeling, machine learning, data mining, statistical, text mining, and optimization algorithms. Deep data analysis and data validation ability to prepare structured and unstructured data for machine learning algorithms. Experience developing static and interactive data visualizations is a plus. Experience using statistical tools such as R, Weka, etc. is a plus. Familiarity with relational databases and SQL, knowledge of NoSQL and MongoDB or CouchDB is a plus. Experience working with large data sets, experience working with distributed computing tools such as Hadoop, MapReduce, Mahout, Spark, Hive, Pig, etc. is a plus.  Experience Range: 2 - 8 years  Educational Qualifications: Any graduation,  Job Responsibilities: ""Building highly scalable server-side solutions which include Web APIs for mobile apps and “always alive” processing engines that handle incoming stream of requests and act on them for a variety of activities that include generating analytics, reports, data management operations, etc. Data Scientist or Data Mining expert who will work in an Agile environment and implement end-to-end Analytical solutions. Design, evaluate and implement highly scalable algorithms for processing large amounts of data parallely. Partner with Engineering teams to solve customer problems and identify trends and opportunities.""  Skills Required : Predictive Modeling, Machine Learning, Data Mining, R, Weka, NoSQL, MongoDB, CouchDB, Hadoop, MapReduce,"
Sr Data Scientist,Hyderabad,Amazon, 4.1,"Job Description: BTech or MTech in Computer Science, Statistics or related field, with a specialization in Data Science / Machine Learning. Strong theoretical foundation in mathematical statistics Hands-on experience with a wide variety of predictive modeling, machine learning, data mining, statistical, text mining, and optimization algorithms. Deep data analysis and data validation ability to prepare structured and unstructured data for machine learning algorithms. Experience developing static and interactive data visualizations is a plus. Experience using statistical tools such as R, Weka, etc. is a plus. Familiarity with relational databases and SQL, knowledge of NoSQL and MongoDB or CouchDB is a plus. Experience working with large data sets, experience working with distributed computing tools such as Hadoop, MapReduce, Mahout, Spark, Hive, Pig, etc. is a plus.  Experience Range: 2 - 8 years  Educational Qualifications: Any graduation,  Job Responsibilities: ""Building highly scalable server-side solutions which include Web APIs for mobile apps and “always alive” processing engines that handle incoming stream of requests and act on them for a variety of activities that include generating analytics, reports, data management operations, etc. Data Scientist or Data Mining expert who will work in an Agile environment and implement end-to-end Analytical solutions. Design, evaluate and implement highly scalable algorithms for processing large amounts of data parallely. Partner with Engineering teams to solve customer problems and identify trends and opportunities.""  Skills Required : Predictive Modeling, Machine Learning, Data Mining, R, Weka, NoSQL, MongoDB, CouchDB, Hadoop, MapReduce,"
